text,source,datetime,location,user_id
Not worth the money.,Facebook,2023-09-06 10:25:25,"Port Dana, Oregon, El Salvador",UID39678
Loved the experience.,Facebook,2023-08-30 15:21:43,"Russellbury, Utah, Panama",UID29542
I want a refund.,Chatbot,2023-08-21 18:41:29,"North Coreyshire, Missouri, Portugal",UID84228
Will recommend to others.,Phone Call,2024-06-30 01:26:07,"New Anthony, Virginia, New Caledonia",UID30863
Not worth the money.,Google,2023-07-20 20:22:44,"Stephanieberg, Illinois, Latvia",UID99133
I want a refund.,Email,2024-11-14 12:48:02,"Jamesburgh, Illinois, Ecuador",UID23481
I want a refund.,Mobile App,2023-06-20 02:43:30,"Hammondview, New Hampshire, Central African Republic",UID51993
Not worth the money.,Chatbot,2025-04-07 21:59:32,"West Tinaton, Nebraska, Tajikistan",UID81048
Very satisfied with the product.,Google,2024-12-20 04:25:58,"South Emilyfort, Oregon, Honduras",UID70133
Nothing special.,Facebook,2025-04-18 16:37:47,"Jamesborough, Oklahoma, Sierra Leone",UID43833
Very satisfied with the product.,Email,2024-08-05 11:16:57,"New Alexandraburgh, North Carolina, Cote d'Ivoire",UID86907
Excellent customer support!,Chatbot,2023-07-19 04:30:42,"East Robertchester, Connecticut, Tanzania",UID44969
Will recommend to others.,Facebook,2023-12-02 10:00:04,"Richardside, Wisconsin, Cocos (Keeling) Islands",UID78659
Very disappointed.,Website,2025-04-27 08:42:18,"Robertsonfort, Oregon, South Africa",UID78822
It was okay.,Facebook,2024-08-22 04:51:15,"Wesleyborough, Virginia, Liberia",UID60797
Very satisfied with the product.,Mobile App,2024-07-28 11:01:13,"New Jeffreyborough, Maryland, Cayman Islands",UID11712
Product matches the description.,Mobile App,2023-10-03 08:47:34,"West Andrewview, Nevada, Azerbaijan",UID26545
Very disappointed.,Email,2023-07-22 12:24:42,"Larsenberg, New Jersey, Senegal",UID26704
Nothing special.,Phone Call,2024-06-13 10:28:14,"Brooksmouth, Alaska, Paraguay",UID38257
It was okay.,Facebook,2023-10-16 05:28:33,"Jeremytown, Georgia, Niger",UID98310
Nothing special.,Mobile App,2023-09-18 08:45:40,"East Lindsay, Maryland, Gibraltar",UID38650
Excellent customer support!,Website,2023-10-23 21:47:02,"New Joanne, Minnesota, American Samoa",UID30078
No complaints.,Phone Call,2024-09-21 22:05:22,"Christinabury, Massachusetts, Kazakhstan",UID33358
Customer support was unhelpful.,Facebook,2025-01-11 23:28:45,"Lake Tim, Montana, Cuba",UID28642
Product matches the description.,Chatbot,2023-12-08 23:12:54,"Davisfurt, Oregon, Japan",UID75044
Great service!,Email,2024-12-09 03:58:38,"Lake Micheleton, Maryland, China",UID32001
Customer support was unhelpful.,Phone Call,2024-04-21 03:43:10,"South Karenborough, Mississippi, New Caledonia",UID19876
Customer support was unhelpful.,Mobile App,2023-12-06 06:37:51,"Davidbury, Pennsylvania, South Georgia and the South Sandwich Islands",UID40432
It was okay.,Mobile App,2024-09-26 20:31:42,"Josephburgh, Minnesota, Saint Barthelemy",UID53094
Very satisfied with the product.,Google,2023-06-23 14:06:58,"South Jonathan, South Dakota, Egypt",UID89804
I want a refund.,Phone Call,2023-08-23 13:25:56,"South Gloriashire, New Mexico, Armenia",UID60139
No complaints.,Facebook,2024-07-13 23:44:41,"New Luischester, Texas, Malta",UID38915
Very disappointed.,Phone Call,2023-06-08 20:47:29,"Port Brent, Connecticut, Holy See (Vatican City State)",UID79004
Terrible experience.,Email,2024-12-05 09:53:07,"West Troyberg, Michigan, Sudan",UID63596
Nothing special.,Google,2024-02-27 07:23:09,"Kimhaven, Connecticut, Trinidad and Tobago",UID86669
Nothing special.,Google,2024-07-13 12:37:55,"New Sandramouth, Utah, Iceland",UID63965
It was okay.,Email,2024-09-05 22:21:33,"Watersmouth, North Carolina, Honduras",UID54034
Very disappointed.,Mobile App,2024-03-03 11:45:45,"New Michaelland, Tennessee, Singapore",UID81808
Great service!,Facebook,2024-11-27 01:13:14,"South Samanthaville, Utah, Sierra Leone",UID35446
Will recommend to others.,Mobile App,2024-04-10 12:16:04,"Port Laurie, Rhode Island, Ethiopia",UID50448
Very disappointed.,Website,2023-06-30 13:04:29,"Jamesshire, North Dakota, Indonesia",UID82514
Product matches the description.,Email,2024-12-31 23:07:11,"Clementsport, Ohio, Moldova",UID85972
Product matches the description.,Phone Call,2024-05-05 03:23:17,"Stephanietown, Delaware, Croatia",UID50140
Nothing special.,Chatbot,2024-04-19 18:28:44,"Nicoleton, Connecticut, Honduras",UID81590
Not worth the money.,Chatbot,2025-05-02 12:25:34,"South Traceystad, Alabama, Chile",UID80278
Nothing special.,Chatbot,2023-08-15 15:54:04,"Parkerside, Tennessee, Tokelau",UID99557
Great service!,Email,2024-04-09 04:32:51,"North Briannaton, Arizona, El Salvador",UID95861
Excellent customer support!,Facebook,2024-05-20 00:02:09,"South Matthewmouth, North Dakota, Bahamas",UID27005
Will recommend to others.,Chatbot,2025-04-12 14:50:32,"Brownville, Mississippi, Albania",UID74497
Loved the experience.,Facebook,2023-11-27 08:18:56,"Rachelport, Missouri, Turkey",UID80042
Very satisfied with the product.,Facebook,2024-07-01 19:22:24,"Jenniferside, Wyoming, Bouvet Island (Bouvetoya)",UID59478
Nothing special.,Google,2023-07-18 10:04:34,"North Nathanstad, Wisconsin, Botswana",UID75978
I want a refund.,Website,2025-02-22 05:15:49,"North Peterstad, Missouri, Saint Barthelemy",UID71929
Great service!,Facebook,2024-11-20 04:27:16,"Ramosstad, Wyoming, New Caledonia",UID12032
No complaints.,Phone Call,2024-07-07 09:42:47,"Hornshire, Minnesota, Maldives",UID26879
Will recommend to others.,Email,2024-07-11 23:48:46,"Pambury, Alabama, Mongolia",UID24653
Very disappointed.,Facebook,2024-04-08 04:26:54,"Lake Brendan, Pennsylvania, Switzerland",UID34783
Very satisfied with the product.,Google,2024-06-12 17:44:55,"Port Gene, Arkansas, Madagascar",UID83012
Average experience.,Mobile App,2024-01-01 21:12:21,"Port Bradley, Hawaii, India",UID94099
Great service!,Website,2023-05-28 12:10:56,"Heatherborough, North Dakota, Albania",UID81257
No complaints.,Phone Call,2024-04-25 04:17:42,"New Daleview, Virginia, Nepal",UID63422
Very disappointed.,Email,2023-11-09 09:29:41,"Christianborough, California, Cambodia",UID64485
Terrible experience.,Chatbot,2024-02-25 18:45:05,"Holmesbury, Colorado, Russian Federation",UID66734
Nothing special.,Phone Call,2025-02-20 15:16:55,"Hamiltonbury, Minnesota, Romania",UID11217
Very satisfied with the product.,Mobile App,2024-12-03 11:50:29,"New Jasminefort, Hawaii, South Africa",UID90539
It was okay.,Phone Call,2025-04-26 17:45:44,"Ashleyview, Vermont, France",UID36752
Very satisfied with the product.,Chatbot,2023-12-16 16:59:24,"South Adrian, Nebraska, Saint Vincent and the Grenadines",UID37417
No complaints.,Phone Call,2024-06-25 19:26:14,"Wadehaven, South Dakota, Myanmar",UID63261
Customer support was unhelpful.,Google,2023-10-13 04:44:09,"East Maria, Indiana, South Georgia and the South Sandwich Islands",UID85456
Excellent customer support!,Facebook,2025-04-21 16:34:43,"East Tylershire, Connecticut, Spain",UID36653
Not worth the money.,Facebook,2024-03-05 02:29:16,"Butlerborough, Louisiana, Switzerland",UID30827
Nothing special.,Chatbot,2024-09-13 19:35:40,"North Janet, Alaska, Isle of Man",UID86886
It was okay.,Chatbot,2023-08-04 15:50:43,"Lake Abigail, Nebraska, Comoros",UID67927
Customer support was unhelpful.,Mobile App,2024-04-23 03:22:09,"Antoniomouth, Idaho, Ireland",UID37971
Very disappointed.,Chatbot,2023-08-05 03:43:17,"East Sharon, Nevada, Cuba",UID79896
Loved the experience.,Chatbot,2024-05-07 07:01:56,"Jesusport, North Carolina, Kiribati",UID11299
Average experience.,Mobile App,2024-03-26 23:09:23,"Port Richard, South Carolina, Gabon",UID96247
Nothing special.,Facebook,2024-04-23 19:10:02,"Lake Vernonton, Washington, Nicaragua",UID22469
Nothing special.,Website,2024-09-03 22:13:23,"Brianfort, Georgia, Turkmenistan",UID85460
It was okay.,Phone Call,2024-06-06 14:50:45,"South Ericville, California, Ireland",UID68515
I want a refund.,Email,2023-09-12 10:29:57,"Port Ann, Ohio, Malaysia",UID33151
Very disappointed.,Phone Call,2024-10-11 19:02:06,"East Julie, New Jersey, France",UID81729
Loved the experience.,Website,2024-11-01 15:48:14,"North Catherinemouth, Oklahoma, Honduras",UID64948
Terrible experience.,Facebook,2024-06-12 13:47:59,"East Douglasburgh, Nebraska, Wallis and Futuna",UID72116
It was okay.,Phone Call,2024-02-06 01:35:41,"Hopkinsland, Delaware, Sweden",UID94586
It was okay.,Facebook,2023-09-27 14:45:27,"Turnerfurt, California, Germany",UID45468
Product matches the description.,Google,2024-09-18 10:46:00,"Seanland, North Dakota, Guinea",UID46264
Nothing special.,Mobile App,2024-07-14 04:31:25,"Steelefort, Mississippi, Congo",UID32676
Great service!,Email,2023-12-19 08:35:38,"Hodgesmouth, New Jersey, Portugal",UID84758
I want a refund.,Chatbot,2025-01-22 03:39:22,"Chadport, Illinois, Korea",UID11347
It was okay.,Chatbot,2025-01-16 11:55:59,"Amandastad, Wisconsin, Congo",UID23803
Very disappointed.,Mobile App,2023-11-21 05:45:30,"Cantrellmouth, Mississippi, Azerbaijan",UID47153
No complaints.,Phone Call,2024-01-23 19:01:57,"East Jeanne, Oregon, Togo",UID87753
Product matches the description.,Google,2025-05-01 23:57:10,"Webershire, Massachusetts, Morocco",UID26678
Very satisfied with the product.,Email,2025-04-10 09:03:06,"Carrietown, Rhode Island, Dominica",UID65020
Terrible experience.,Mobile App,2023-05-27 16:32:33,"East Jennifermouth, Minnesota, American Samoa",UID46003
Excellent customer support!,Email,2023-09-09 11:24:53,"Geoffreytown, Idaho, Serbia",UID44840
Will recommend to others.,Google,2024-12-05 11:41:33,"West Donna, Arkansas, British Indian Ocean Territory (Chagos Archipelago)",UID42616
I want a refund.,Email,2023-12-27 07:20:55,"Stewartmouth, Iowa, Ireland",UID33991
It was okay.,Phone Call,2024-02-17 21:16:11,"Port Johnside, Oklahoma, Tuvalu",UID27710
It was okay.,Facebook,2024-12-22 18:43:35,"Zacharybury, Wyoming, Pitcairn Islands",UID61662
Product matches the description.,Website,2024-11-06 07:59:45,"Barronborough, North Dakota, Georgia",UID23829
Very disappointed.,Mobile App,2024-05-09 11:41:40,"Christopherview, New Jersey, Comoros",UID44436
Customer support was unhelpful.,Phone Call,2024-11-16 15:24:26,"Brandonhaven, Nevada, Brazil",UID30899
Will recommend to others.,Google,2023-11-17 11:48:05,"Port Meganfort, Maryland, Lao People's Democratic Republic",UID99673
Customer support was unhelpful.,Chatbot,2024-10-19 22:52:44,"South Billy, Idaho, United Arab Emirates",UID64877
Customer support was unhelpful.,Email,2024-01-05 12:26:11,"West Johnbury, Connecticut, Guinea-Bissau",UID78911
Average experience.,Chatbot,2024-01-04 05:49:31,"Deanbury, Wisconsin, Trinidad and Tobago",UID66520
Very disappointed.,Google,2024-04-09 09:43:45,"Tiffanyville, Idaho, Comoros",UID41501
Very disappointed.,Website,2024-04-30 16:21:52,"Harrisstad, South Dakota, United Arab Emirates",UID60182
It was okay.,Chatbot,2023-09-03 19:25:10,"South Matthew, Nevada, Myanmar",UID23402
Terrible experience.,Mobile App,2024-12-10 18:02:28,"Allisonshire, Louisiana, Tokelau",UID63203
Very disappointed.,Email,2025-04-14 11:55:41,"West Lisa, Georgia, Argentina",UID61507
Loved the experience.,Facebook,2024-09-20 02:04:08,"Perezfort, Michigan, Uganda",UID69577
I want a refund.,Website,2025-01-11 20:38:57,"Port Matthew, Louisiana, Ukraine",UID63541
Nothing special.,Phone Call,2024-09-27 12:54:09,"West Kimberly, Connecticut, Tuvalu",UID91542
Product matches the description.,Google,2024-03-17 06:32:36,"East Robin, Alaska, Belgium",UID27335
Excellent customer support!,Email,2024-07-25 03:39:17,"South Alexis, Mississippi, Tunisia",UID26089
Average experience.,Chatbot,2025-02-11 06:40:37,"West Denisebury, Michigan, Kuwait",UID93158
Customer support was unhelpful.,Mobile App,2023-11-20 15:27:45,"Underwoodchester, North Carolina, Slovenia",UID40887
Average experience.,Google,2024-05-04 13:59:29,"South Kenneth, Minnesota, Uruguay",UID42475
No complaints.,Phone Call,2025-05-20 02:22:07,"Wesleyfort, Vermont, Israel",UID75241
Loved the experience.,Google,2025-02-26 14:22:51,"North Ericshire, New Mexico, Nicaragua",UID64255
Great service!,Mobile App,2025-01-17 06:30:59,"Jamiestad, Massachusetts, Mauritania",UID25421
Nothing special.,Phone Call,2024-07-25 01:14:25,"Lanceport, Rhode Island, Chile",UID68310
Product matches the description.,Chatbot,2024-03-30 20:03:19,"Lake Jenniferborough, Maine, Faroe Islands",UID18084
Very disappointed.,Email,2024-06-30 14:59:43,"New Vincent, Colorado, South Georgia and the South Sandwich Islands",UID76189
I want a refund.,Chatbot,2025-02-11 23:56:28,"Colemanberg, New York, New Caledonia",UID16235
It was okay.,Email,2024-10-25 13:22:07,"Lake Michael, Nevada, Faroe Islands",UID71040
It was okay.,Mobile App,2023-08-06 02:05:12,"North Lisa, New Jersey, Peru",UID60409
No complaints.,Email,2023-07-25 11:42:14,"North Williammouth, Vermont, Bouvet Island (Bouvetoya)",UID36293
Very disappointed.,Facebook,2024-01-09 15:15:49,"Hallshire, Connecticut, Fiji",UID53229
Customer support was unhelpful.,Mobile App,2025-04-05 06:18:06,"Lewisfurt, Florida, Bermuda",UID98736
Will recommend to others.,Google,2023-11-28 09:09:14,"West Michaelfort, North Carolina, Christmas Island",UID69046
Terrible experience.,Facebook,2025-03-15 17:24:04,"Lopezfort, Massachusetts, Netherlands",UID93903
Product matches the description.,Phone Call,2024-07-15 12:21:33,"Bradleyland, South Carolina, Uganda",UID77199
Terrible experience.,Chatbot,2023-11-21 14:49:12,"Port Martinburgh, Connecticut, Estonia",UID70592
Very satisfied with the product.,Chatbot,2025-05-06 08:24:44,"Rogersfort, Maine, Morocco",UID18309
Very satisfied with the product.,Phone Call,2024-09-14 19:21:12,"West Wendy, Missouri, Argentina",UID54929
Not worth the money.,Email,2024-09-26 09:16:57,"South Mario, Delaware, Falkland Islands (Malvinas)",UID64862
Very disappointed.,Website,2024-12-28 14:25:16,"North Amanda, Mississippi, Niue",UID39048
Not worth the money.,Email,2024-08-07 13:56:28,"Bondfort, Indiana, Zambia",UID85281
Very satisfied with the product.,Facebook,2024-09-19 08:38:24,"Jacobchester, Maine, Costa Rica",UID70425
I want a refund.,Facebook,2025-02-05 01:09:21,"Lake Jonathonshire, North Dakota, Sao Tome and Principe",UID75606
Product matches the description.,Chatbot,2025-03-26 00:14:18,"East Rogerside, Kentucky, France",UID11710
Loved the experience.,Website,2024-07-02 11:21:15,"Isabellastad, Oklahoma, Mauritius",UID24121
No complaints.,Google,2025-03-10 11:00:08,"Bettyton, Tennessee, Latvia",UID83128
Very satisfied with the product.,Facebook,2023-08-27 12:14:55,"East Robert, Oregon, Mali",UID31914
Terrible experience.,Google,2025-03-16 02:20:26,"Melissaland, Kansas, San Marino",UID44352
Very disappointed.,Phone Call,2023-12-01 21:54:31,"Lake Tina, Kentucky, Monaco",UID24998
Loved the experience.,Google,2024-11-13 17:59:00,"East David, South Carolina, Armenia",UID14370
Loved the experience.,Email,2024-04-23 21:26:05,"New Adamland, Rhode Island, Ireland",UID27646
Very satisfied with the product.,Facebook,2024-01-22 08:38:47,"Jessicachester, West Virginia, Qatar",UID92860
Nothing special.,Google,2023-12-05 17:51:22,"East Daniel, Virginia, South Georgia and the South Sandwich Islands",UID79147
Nothing special.,Mobile App,2023-11-17 17:06:10,"Millershire, Wisconsin, Nauru",UID10229
No complaints.,Chatbot,2025-01-30 22:23:03,"North Courtneyport, Delaware, Sao Tome and Principe",UID91856
Terrible experience.,Mobile App,2024-01-14 04:00:51,"Port Timothyfort, Washington, Mauritania",UID42075
Loved the experience.,Email,2024-03-16 08:15:13,"Port Jamesshire, South Carolina, Moldova",UID35662
Great service!,Phone Call,2023-10-24 00:08:52,"South Tiffany, California, Dominican Republic",UID11595
Loved the experience.,Google,2024-04-15 11:10:00,"Franklinmouth, Alaska, Malaysia",UID81146
Average experience.,Google,2023-11-23 00:11:15,"Port Sheryl, Maine, Costa Rica",UID25719
Will recommend to others.,Facebook,2024-11-26 16:13:17,"Lake Aaronmouth, Iowa, Samoa",UID15349
Terrible experience.,Google,2024-08-06 02:02:55,"Thomasmouth, Louisiana, Yemen",UID45463
Very satisfied with the product.,Website,2025-04-18 08:04:44,"Woodhaven, Michigan, Malawi",UID79204
Very disappointed.,Facebook,2023-10-06 10:30:29,"Jenniferhaven, Tennessee, Cocos (Keeling) Islands",UID62559
I want a refund.,Chatbot,2023-11-09 03:03:32,"Coleville, Louisiana, Montenegro",UID77113
Nothing special.,Website,2023-06-13 07:47:09,"North Kayla, Indiana, Mayotte",UID69406
Product matches the description.,Email,2023-09-17 10:43:15,"Rhodesburgh, Maryland, Bulgaria",UID13302
Nothing special.,Email,2023-08-12 08:52:00,"Ingrammouth, Mississippi, Bangladesh",UID12045
Nothing special.,Mobile App,2023-08-24 04:25:31,"Shieldsburgh, Wyoming, Martinique",UID62568
No complaints.,Email,2023-06-28 10:06:53,"New Debbiefurt, New Mexico, Georgia",UID12847
Not worth the money.,Facebook,2023-07-03 09:22:20,"Edwardport, Tennessee, Comoros",UID98134
Nothing special.,Facebook,2023-08-11 03:08:13,"West Shawn, Mississippi, Norway",UID93380
Very satisfied with the product.,Chatbot,2024-02-15 11:18:03,"East Dawnburgh, Delaware, Antarctica (the territory South of 60 deg S)",UID91467
Very satisfied with the product.,Email,2025-04-27 01:07:34,"North Meredithburgh, Alabama, Lithuania",UID31642
No complaints.,Mobile App,2023-12-27 09:36:25,"Austinfort, Washington, India",UID31131
Average experience.,Google,2025-04-28 09:07:50,"North Maureen, Montana, Holy See (Vatican City State)",UID85588
Nothing special.,Chatbot,2023-08-20 21:04:11,"Carterhaven, Tennessee, Netherlands Antilles",UID74192
Not worth the money.,Google,2024-01-06 05:04:25,"Terrellland, Vermont, Morocco",UID68176
Very disappointed.,Facebook,2024-05-03 22:21:00,"Allenburgh, Tennessee, Vietnam",UID34434
I want a refund.,Website,2023-09-22 18:57:09,"Douglasside, Pennsylvania, Brazil",UID90353
Excellent customer support!,Website,2023-12-01 19:54:42,"Charlesborough, Indiana, Nigeria",UID64580
Terrible experience.,Google,2023-07-14 03:12:37,"West Wendyland, Washington, India",UID94967
Very satisfied with the product.,Phone Call,2025-04-28 03:16:36,"Davidberg, New Hampshire, Ecuador",UID53485
Nothing special.,Facebook,2023-10-24 13:01:35,"West Omar, Ohio, Thailand",UID29097
I want a refund.,Google,2023-06-09 17:57:20,"Lake Patrick, Rhode Island, Central African Republic",UID79702
Very satisfied with the product.,Email,2024-08-12 10:20:54,"New Anthony, Mississippi, Germany",UID16487
Not worth the money.,Phone Call,2024-05-12 08:01:00,"North Kelseychester, Rhode Island, Svalbard & Jan Mayen Islands",UID49883
Customer support was unhelpful.,Google,2024-09-28 02:21:56,"West Kellyborough, Colorado, Ukraine",UID44542
No complaints.,Chatbot,2024-06-05 05:05:11,"Desireefurt, North Dakota, Norfolk Island",UID53103
Very disappointed.,Google,2024-01-05 20:12:25,"Lake Mariochester, Kentucky, Azerbaijan",UID27783
Very satisfied with the product.,Mobile App,2023-06-22 14:07:02,"Kristenstad, Hawaii, Netherlands Antilles",UID19438
Terrible experience.,Phone Call,2024-02-20 03:03:36,"Lake Jaredland, Arkansas, Myanmar",UID58210
Loved the experience.,Facebook,2024-04-25 12:38:05,"Rebeccafort, Florida, Greece",UID96686
No complaints.,Facebook,2024-11-05 03:10:53,"Thomasborough, Virginia, Jamaica",UID88291
Product matches the description.,Google,2024-11-09 21:25:45,"Brittneychester, Michigan, Switzerland",UID99790
Nothing special.,Chatbot,2023-10-07 19:57:05,"Emilytown, Iowa, Falkland Islands (Malvinas)",UID93372
I want a refund.,Website,2025-02-07 21:52:23,"Robinsonmouth, Ohio, Djibouti",UID53666
Great service!,Website,2024-03-31 08:19:31,"Lake Thomas, Alabama, Swaziland",UID56613
Will recommend to others.,Google,2024-03-02 08:52:17,"West David, North Carolina, Cameroon",UID95989
Will recommend to others.,Google,2025-01-05 00:35:30,"Lake Yolandashire, Colorado, Algeria",UID64207
Product matches the description.,Google,2024-01-30 03:42:58,"Mooreport, California, Marshall Islands",UID77941
No complaints.,Email,2024-05-05 18:52:23,"Byrdport, Nebraska, Equatorial Guinea",UID11616
Product matches the description.,Phone Call,2025-01-18 17:42:51,"North Cassidyfort, Colorado, Denmark",UID59630
It was okay.,Google,2024-01-15 00:06:23,"Lindsayside, Washington, Croatia",UID25789
No complaints.,Phone Call,2024-02-27 08:12:47,"Lake Amybury, Louisiana, Slovenia",UID72299
Product matches the description.,Google,2025-05-17 07:26:19,"Mcgrathtown, South Carolina, Afghanistan",UID96527
No complaints.,Website,2023-06-26 00:37:46,"New Jack, Maine, Angola",UID48059
It was okay.,Facebook,2024-03-03 17:54:40,"South Josephshire, New Jersey, Peru",UID32437
Great service!,Chatbot,2024-12-31 11:35:30,"Glennburgh, Utah, Western Sahara",UID30793
Product matches the description.,Phone Call,2023-07-08 00:59:01,"South Eugene, Hawaii, Guinea-Bissau",UID69744
No complaints.,Phone Call,2024-01-17 14:44:13,"South Ashleymouth, South Dakota, Luxembourg",UID64861
Average experience.,Facebook,2024-12-04 03:42:15,"South Michaelchester, Ohio, Kiribati",UID30597
Very disappointed.,Phone Call,2024-07-05 07:57:26,"Floydfort, Oregon, Netherlands",UID51143
Very disappointed.,Chatbot,2023-07-19 23:11:04,"New Juan, Delaware, Sudan",UID30945
Terrible experience.,Chatbot,2024-02-03 23:10:54,"West Derrick, Virginia, Bosnia and Herzegovina",UID12704
Nothing special.,Email,2023-09-26 13:15:27,"New Michelle, Massachusetts, Antarctica (the territory South of 60 deg S)",UID34041
Great service!,Facebook,2024-02-10 03:49:09,"East Mariestad, Iowa, Netherlands",UID97849
Loved the experience.,Email,2024-05-02 01:56:51,"New Jennifer, Maryland, French Polynesia",UID11553
Great service!,Facebook,2025-02-12 09:09:40,"East Yolanda, New Hampshire, Pakistan",UID83286
Great service!,Email,2024-05-24 09:36:01,"Tracyberg, Texas, Guyana",UID32733
Nothing special.,Facebook,2024-04-11 10:23:43,"West Natalieland, Missouri, Tonga",UID10481
Excellent customer support!,Phone Call,2023-11-15 19:46:16,"Rodriguezborough, Louisiana, Saudi Arabia",UID79446
I want a refund.,Facebook,2024-02-21 12:38:28,"Josephtown, New York, Uzbekistan",UID53810
Will recommend to others.,Facebook,2023-10-25 04:03:09,"North Rebeccaport, North Dakota, Kiribati",UID71011
No complaints.,Phone Call,2024-04-02 00:12:22,"Michellefort, Arizona, Gibraltar",UID31044
Not worth the money.,Website,2025-04-21 07:38:12,"Port Michael, Montana, Dominican Republic",UID17239
Very satisfied with the product.,Google,2024-11-22 13:53:06,"West Derek, Connecticut, Belarus",UID46879
Excellent customer support!,Website,2024-06-25 08:26:26,"Millerfurt, Mississippi, Algeria",UID98591
Not worth the money.,Google,2025-04-12 23:35:49,"New Jennifermouth, Massachusetts, Eritrea",UID76864
Very disappointed.,Email,2023-06-25 19:29:15,"South Joshuabury, Delaware, Sierra Leone",UID72684
It was okay.,Website,2025-01-05 11:19:55,"North Melissa, Nebraska, Tanzania",UID96886
Terrible experience.,Google,2024-08-06 21:52:31,"New Christineville, Minnesota, Vietnam",UID16720
I want a refund.,Chatbot,2024-09-21 06:57:40,"Katherineville, Idaho, Monaco",UID36119
Excellent customer support!,Google,2024-06-11 00:03:33,"Aprilmouth, Oregon, Saudi Arabia",UID71539
Will recommend to others.,Email,2025-04-14 20:22:29,"Barbarafort, Alaska, Gabon",UID73187
Not worth the money.,Website,2024-02-12 13:11:14,"South Brett, New Mexico, Grenada",UID89958
Terrible experience.,Google,2023-06-16 05:18:01,"Amyville, West Virginia, Haiti",UID44811
Will recommend to others.,Mobile App,2023-09-07 06:30:09,"East Christopher, Washington, Zambia",UID63080
Will recommend to others.,Mobile App,2024-10-12 23:05:40,"Allisonton, Pennsylvania, Bangladesh",UID33772
Average experience.,Email,2024-03-27 16:18:26,"Lake Karen, North Dakota, Saint Lucia",UID44985
Loved the experience.,Facebook,2024-01-27 04:00:23,"Lake Bradleytown, Alabama, Korea",UID90601
Great service!,Facebook,2024-01-03 06:32:18,"Rogerschester, North Carolina, Cyprus",UID48260
Great service!,Facebook,2025-05-16 15:11:41,"South Mary, Alabama, Saint Martin",UID18859
Very disappointed.,Email,2023-06-01 15:42:04,"Sextonstad, New Mexico, Guinea-Bissau",UID67857
It was okay.,Chatbot,2023-06-01 07:59:37,"Watkinschester, North Dakota, Guatemala",UID66460
Very disappointed.,Website,2024-03-24 11:44:18,"Deanborough, Montana, Korea",UID42017
Loved the experience.,Website,2024-12-20 13:29:18,"Lorimouth, Washington, Australia",UID24325
Nothing special.,Website,2024-09-04 13:25:55,"Caintown, California, Jersey",UID14103
It was okay.,Website,2023-10-02 22:31:15,"South Lindsaychester, Idaho, Rwanda",UID44952
Loved the experience.,Google,2023-11-02 22:10:49,"Beardborough, Mississippi, New Caledonia",UID55866
Not worth the money.,Facebook,2023-07-17 16:35:56,"Lake Tanyafurt, Nevada, Argentina",UID56665
Excellent customer support!,Phone Call,2024-07-15 00:43:57,"New Katelyn, Tennessee, Iraq",UID26123
Will recommend to others.,Google,2025-01-25 19:18:45,"Bartlettberg, North Carolina, Saint Helena",UID99799
No complaints.,Facebook,2025-01-12 16:39:39,"Deborahchester, New Hampshire, Argentina",UID57487
Will recommend to others.,Mobile App,2024-10-27 01:24:54,"Lake Garyshire, Virginia, Myanmar",UID41588
No complaints.,Facebook,2024-04-29 20:30:14,"Mccoyberg, Wyoming, Burkina Faso",UID52705
Very satisfied with the product.,Email,2024-09-29 18:30:56,"Jacksonfort, New Hampshire, Saint Lucia",UID95584
No complaints.,Email,2025-02-27 10:31:36,"South Stephanie, Tennessee, Brazil",UID23853
Average experience.,Chatbot,2023-08-17 21:16:27,"Gomezmouth, Michigan, Austria",UID53883
Terrible experience.,Email,2023-06-21 03:23:41,"Port Kevin, Minnesota, Mayotte",UID73305
I want a refund.,Website,2025-03-17 07:22:36,"New Rebeccaland, Minnesota, Suriname",UID94984
Excellent customer support!,Phone Call,2025-04-08 18:18:09,"North Kristen, New Jersey, Ghana",UID23412
Terrible experience.,Chatbot,2024-08-16 15:39:42,"Smithshire, Minnesota, Venezuela",UID82780
Very satisfied with the product.,Facebook,2024-09-11 18:42:37,"Ryanfurt, Missouri, American Samoa",UID36054
Terrible experience.,Website,2023-10-16 08:09:56,"East Evelyn, Tennessee, Peru",UID40663
Average experience.,Chatbot,2024-11-02 15:56:21,"Andrewmouth, Michigan, San Marino",UID25530
It was okay.,Mobile App,2024-05-20 05:11:27,"Millerstad, Alabama, Ireland",UID97895
Nothing special.,Chatbot,2023-09-13 19:54:45,"Markmouth, North Dakota, Malaysia",UID85228
I want a refund.,Google,2023-10-04 20:45:10,"North Juanhaven, Oklahoma, Macedonia",UID29907
Average experience.,Website,2025-01-05 11:16:26,"New Mary, California, Lithuania",UID44910
It was okay.,Website,2024-03-27 14:58:11,"South Gabriel, Alabama, Bangladesh",UID51921
Customer support was unhelpful.,Google,2024-09-10 05:59:57,"Thomastown, Vermont, Cayman Islands",UID99918
Great service!,Email,2023-12-21 15:46:50,"Adrianview, New York, Romania",UID33873
Very disappointed.,Facebook,2023-09-09 02:03:53,"Marshallbury, New Jersey, Somalia",UID61213
Nothing special.,Mobile App,2024-10-14 12:07:30,"Craigfurt, Idaho, Kiribati",UID82572
Very disappointed.,Phone Call,2024-04-13 03:53:33,"West Meganchester, Alabama, Australia",UID15627
